Date, Timestamp, Ticker, OptionType, Strike, Expiration, OpenPrice, HighPrice, LowPrice, ClosePrice, TotalVolume, TotalQuantity, TotalTradeCount
20150126, 09:30:24.000, IBM, C, 180.0000, 20170120, 8.45, 8.45, 8.45, 8.45, 8.45, 1, 1
20150126, 09:30:24.000, IBM, P, 150.0000, 20150320, 1.50, 1.50, 1.50, 1.50, 15.00, 10, 1
20150126, 09:30:24.000, IBM, C, 160.0000, 20150220, 1.55, 1.55, 1.55, 1.55, 13.95, 9, 1
20150126, 09:30:24.000, IBM, P, 170.0000, 20160115, 20.75, 20.75, 20.75, 20.75, 20.75, 1, 1
20150126, 09:30:24.000, IBM, C, 165.0000, 20150717, 3.85, 3.85, 3.85, 3.85, 7.70, 2, 1
20150126, 09:30:24.000, IBM, C, 157.5000, 20150206, 2.01, 2.01, 2.01, 2.01, 28.14, 14, 1
20150126, 09:30:24.000, IBM, P, 150.0000, 20150206, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150126, 09:30:24.000, IBM, P, 157.5000, 20150130, 1.06, 1.06, 1.06, 1.06, 6.36, 6, 1
20150126, 09:30:24.000, IBM, C, 175.0000, 20150717, 1.60, 1.60, 1.60, 1.60, 1.60, 1, 1
20150126, 09:30:24.000, IBM, C, 157.5000, 20150220, 2.51, 2.51, 2.51, 2.51, 2.51, 1, 1
20150126, 09:30:24.000, IBM, C, 165.0000, 20150320, 0.94, 0.94, 0.94, 0.94, 0.94, 1, 1
20150126, 09:30:24.000, IBM, C, 170.0000, 20150717, 2.39, 2.39, 2.39, 2.39, 14.34, 6, 1
20150126, 09:30:24.000, IBM, C, 160.0000, 20150417, 3.30, 3.30, 3.30, 3.30, 3.30, 1, 1
20150126, 09:30:24.000, IBM, P, 145.0000, 20160115, 7.20, 7.20, 7.20, 7.20, 21.60, 3, 1
20150126, 09:30:24.000, IBM, C, 155.0000, 20150320, 5.15, 5.15, 5.15, 5.15, 10.30, 2, 1
20150126, 09:30:24.000, IBM, P, 160.0000, 20150130, 2.13, 2.13, 2.13, 2.13, 21.30, 10, 1
20150126, 09:30:24.000, IBM, C, 157.5000, 20150130, 1.96, 1.96, 1.96, 1.96, 1.96, 1, 1
20150126, 09:30:24.000, IBM, C, 155.0000, 20150130, 3.90, 3.90, 3.40, 3.40, 67.10, 19, 2
20150126, 09:30:24.000, IBM, P, 145.0000, 20150717, 3.80, 3.80, 3.80, 3.80, 3.80, 1, 1
20150126, 09:30:24.000, IBM, C, 165.0000, 20150417, 2.09, 2.09, 1.64, 1.64, 5.37, 3, 2
20150126, 09:30:24.000, IBM, P, 155.0000, 20150320, 3.00, 3.10, 3.00, 3.10, 18.30, 6, 2
20150126, 09:30:24.000, IBM, P, 165.0000, 20150417, 9.75, 9.75, 9.50, 9.50, 28.85, 3, 3
20150126, 09:30:24.000, IBM, C, 160.0000, 20150320, 2.74, 2.74, 2.74, 2.74, 10.96, 4, 1
20150126, 09:30:24.000, IBM, C, 155.0000, 20150206, 3.65, 3.65, 3.65, 3.65, 3.65, 1, 1
20150126, 09:30:24.000, IBM, P, 155.0000, 20150220, 1.69, 1.82, 1.69, 1.82, 5.33, 3, 2
20150126, 09:30:24.000, IBM, P, 150.0000, 20150220, 0.64, 0.64, 0.50, 0.50, 3.64, 7, 2
20150126, 09:30:24.000, IBM, C, 160.0000, 20150206, 0.82, 0.82, 0.82, 0.82, 4.10, 5, 1
20150126, 09:30:24.000, IBM, P, 155.0000, 20150130, 0.56, 0.56, 0.56, 0.56, 0.56, 1, 1
20150126, 09:30:24.000, IBM, C, 160.0000, 20150130, 0.69, 0.69, 0.52, 0.52, 9.79, 17, 4
20150126, 09:30:24.000, IBM, C, 155.0000, 20150220, 4.00, 4.00, 4.00, 4.00, 4.00, 1, 1
20150126, 09:30:25.000, IBM, C, 200.0000, 20170120, 4.30, 4.30, 4.30, 4.30, 4.30, 1, 1
20150126, 09:30:25.000, IBM, P, 157.5000, 20150220, 2.82, 2.82, 2.82, 2.82, 2.82, 1, 1
20150126, 09:30:25.000, IBM, C, 160.0000, 20150717, 5.85, 5.85, 5.85, 5.85, 17.55, 3, 1
20150126, 09:30:25.000, IBM, C, 150.0000, 20150717, 11.55, 11.55, 11.55, 11.55, 11.55, 1, 1
20150126, 09:30:25.000, IBM, C, 180.0000, 20170120, 8.10, 8.10, 8.10, 8.10, 8.10, 1, 1
20150126, 09:30:25.000, IBM, C, 160.0000, 20150417, 3.35, 3.35, 3.35, 3.35, 3.35, 1, 1
20150126, 09:30:26.000, IBM, P, 147.0000, 20150220, 0.28, 0.28, 0.28, 0.28, 0.28, 1, 1
20150126, 09:30:26.000, IBM, P, 160.0000, 20150417, 6.15, 6.15, 6.15, 6.15, 6.15, 1, 1
20150126, 09:30:26.000, IBM, C, 162.5000, 20150227, 1.18, 1.18, 1.18, 1.18, 5.90, 5, 1
20150126, 09:30:26.000, IBM, C, 175.0000, 20150417, 0.35, 0.35, 0.35, 0.35, 0.70, 2, 1
20150126, 09:30:26.000, IBM, P, 145.0000, 20150220, 0.20, 0.20, 0.20, 0.20, 0.20, 1, 1
20150126, 09:30:26.000, IBM, C, 157.5000, 20150213, 2.27, 2.27, 2.27, 2.27, 2.27, 1, 1
20150126, 09:30:26.000, IBM, P, 140.0000, 20150717, 2.60, 2.60, 2.60, 2.60, 7.80, 3, 1
20150126, 09:30:26.000, IBM, C, 160.0000, 20150220, 1.34, 1.34, 1.34, 1.34, 2.68, 2, 1
20150126, 09:30:26.000, IBM, P, 150.0000, 20150206, 0.31, 0.31, 0.31, 0.31, 1.24, 4, 2
20150126, 09:30:26.000, IBM, C, 157.5000, 20150220, 2.52, 2.52, 2.52, 2.52, 2.52, 1, 1
20150126, 09:30:26.000, IBM, C, 160.0000, 20150417, 3.40, 3.40, 3.40, 3.40, 3.40, 1, 1
20150126, 09:30:26.000, IBM, C, 157.5000, 20150130, 1.71, 1.71, 1.64, 1.64, 179.20, 105, 12
20150126, 09:30:26.000, IBM, C, 155.0000, 20150130, 3.40, 3.40, 3.40, 3.40, 13.60, 4, 1
20150126, 09:30:26.000, IBM, P, 165.0000, 20150417, 9.75, 9.75, 9.75, 9.75, 9.75, 1, 1
20150126, 09:30:26.000, IBM, C, 160.0000, 20150320, 2.53, 2.53, 2.53, 2.53, 50.60, 20, 4
20150126, 09:30:26.000, IBM, P, 155.0000, 20150220, 1.83, 1.83, 1.73, 1.73, 10.48, 6, 2
20150126, 09:30:26.000, IBM, P, 150.0000, 20150220, 0.74, 0.74, 0.46, 0.62, 4.31, 8, 4
