Date, Timestamp, Ticker, OptionType, Strike, Expiration, OpenPrice, HighPrice, LowPrice, ClosePrice, TotalVolume, TotalQuantity, TotalTradeCount
20150129, 09:30:54.000, ADT, C, 36.0000, 20150220, 0.40, 0.40, 0.40, 0.40, 0.40, 1, 1
20150129, 09:39:23.000, ADT, C, 38.0000, 20150220, 0.05, 0.05, 0.05, 0.05, 0.50, 10, 1
20150129, 09:43:23.000, ADT, P, 35.0000, 20150220, 1.75, 1.75, 1.75, 1.75, 3.50, 2, 1
20150129, 09:43:37.000, ADT, C, 33.0000, 20150717, 2.95, 2.95, 2.95, 2.95, 29.50, 10, 2
20150129, 09:44:06.000, ADT, P, 32.0000, 20150717, 1.93, 1.93, 1.93, 1.93, 9.65, 5, 1
20150129, 09:45:53.000, ADT, C, 33.0000, 20150220, 1.30, 1.30, 1.30, 1.30, 1.30, 1, 1
20150129, 09:46:57.000, ADT, P, 37.0000, 20170120, 8.20, 8.20, 8.20, 8.20, 8.20, 1, 1
20150129, 09:47:39.000, ADT, P, 21.0000, 20150717, 0.20, 0.20, 0.20, 0.20, 0.40, 2, 2
20150129, 09:47:53.000, ADT, P, 21.0000, 20150717, 0.20, 0.20, 0.20, 0.20, 0.40, 2, 2
20150129, 09:47:54.000, ADT, P, 21.0000, 20150717, 0.20, 0.20, 0.20, 0.20, 0.20, 1, 1
20150129, 09:48:04.000, ADT, P, 35.0000, 20150320, 2.30, 2.30, 2.30, 2.30, 4.60, 2, 1
20150129, 09:49:22.000, ADT, P, 29.0000, 20150220, 0.10, 0.10, 0.10, 0.10, 1.20, 12, 1
20150129, 10:00:41.000, ADT, C, 35.0000, 20160115, 3.00, 3.00, 3.00, 3.00, 3.00, 1, 1
20150129, 10:02:00.000, ADT, P, 29.0000, 20150220, 0.10, 0.10, 0.10, 0.10, 1.10, 11, 1
20150129, 10:03:23.000, ADT, P, 29.0000, 20150220, 0.10, 0.10, 0.10, 0.10, 1.10, 11, 1
20150129, 10:04:47.000, ADT, C, 34.0000, 20150220, 0.65, 0.65, 0.65, 0.65, 728.65, 1121, 26
20150129, 10:05:05.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.65, 0.65, 11.15, 16, 4
20150129, 10:06:04.000, ADT, C, 34.0000, 20150220, 0.65, 0.65, 0.65, 0.65, 68.90, 106, 3
20150129, 10:06:14.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 250.60, 358, 15
20150129, 10:06:52.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 10.50, 15, 1
20150129, 10:07:06.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 1
20150129, 10:07:11.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 1
20150129, 10:07:12.000, ADT, C, 31.0000, 20150717, 3.80, 3.80, 3.80, 3.80, 19.00, 5, 1
20150129, 10:07:13.000, ADT, C, 35.0000, 20150220, 0.30, 0.30, 0.30, 0.30, 9.00, 30, 4
20150129, 10:07:16.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 1
20150129, 10:07:21.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 1
20150129, 10:07:25.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 1
20150129, 10:07:44.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 14.00, 20, 1
20150129, 10:07:55.000, ADT, C, 34.0000, 20150220, 0.65, 0.70, 0.65, 0.70, 51.00, 73, 4
20150129, 10:07:56.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 14.00, 20, 3
20150129, 10:07:58.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 6
20150129, 10:08:02.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 37.50, 50, 3
20150129, 10:08:04.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 14.00, 20, 2
20150129, 10:08:15.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 35.00, 50, 3
20150129, 10:09:02.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 4.20, 6, 1
20150129, 10:09:09.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 7.00, 10, 1
20150129, 10:09:13.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 7.00, 10, 1
20150129, 10:09:19.000, ADT, P, 30.0000, 20150320, 0.45, 0.45, 0.45, 0.45, 45.00, 100, 1
20150129, 10:09:29.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 17.50, 25, 1
20150129, 10:09:46.000, ADT, C, 34.0000, 20150220, 0.70, 0.70, 0.70, 0.70, 1.40, 2, 1
20150129, 10:10:43.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 237.00, 316, 12
20150129, 10:10:44.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 4.50, 6, 3
20150129, 10:10:45.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 3.00, 4, 2
20150129, 10:10:51.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 1.50, 2, 1
20150129, 10:11:05.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 2.40, 3, 1
20150129, 10:11:17.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 505.50, 674, 1
20150129, 10:11:44.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 12.00, 15, 2
20150129, 10:12:26.000, ADT, C, 34.0000, 20150220, 0.75, 0.75, 0.75, 0.75, 75.00, 100, 7
20150129, 10:12:38.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 108.00, 135, 7
20150129, 10:12:43.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 52.00, 65, 1
20150129, 10:13:13.000, ADT, C, 35.0000, 20150220, 0.50, 0.50, 0.50, 0.50, 140.00, 280, 15
20150129, 10:13:14.000, ADT, C, 35.0000, 20150220, 0.50, 0.50, 0.50, 0.50, 110.00, 220, 1
20150129, 10:13:15.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 4.80, 6, 6
20150129, 10:13:21.000, ADT, C, 35.0000, 20150220, 0.50, 0.50, 0.50, 0.50, 50.00, 100, 3
20150129, 10:16:32.000, ADT, C, 34.0000, 20150220, 0.85, 0.85, 0.85, 0.85, 4.25, 5, 1
20150129, 10:18:04.000, ADT, C, 35.0000, 20150220, 0.50, 0.50, 0.50, 0.50, 7.50, 15, 2
20150129, 10:21:57.000, ADT, C, 34.0000, 20150320, 1.20, 1.20, 1.20, 1.20, 60.00, 50, 2
20150129, 10:22:13.000, ADT, C, 34.0000, 20150320, 1.15, 1.15, 1.15, 1.15, 57.50, 50, 1
20150129, 10:22:29.000, ADT, C, 34.0000, 20150320, 1.20, 1.20, 1.20, 1.20, 38.40, 32, 1
20150129, 10:22:38.000, ADT, P, 31.0000, 20150220, 0.37, 0.37, 0.37, 0.37, 1.11, 3, 1
20150129, 10:23:56.000, ADT, C, 34.0000, 20150320, 1.15, 1.15, 1.15, 1.15, 20.70, 18, 1
20150129, 10:24:08.000, ADT, C, 34.0000, 20150320, 1.20, 1.20, 1.20, 1.20, 24.00, 20, 1
20150129, 10:24:29.000, ADT, C, 34.0000, 20150320, 1.15, 1.15, 1.15, 1.15, 19.55, 17, 1
20150129, 10:24:55.000, ADT, C, 34.0000, 20150320, 1.15, 1.15, 1.15, 1.15, 32.20, 28, 1
20150129, 10:25:27.000, ADT, P, 34.0000, 20150417, 2.10, 2.10, 2.10, 2.10, 2.10, 1, 1
20150129, 10:27:01.000, ADT, C, 34.0000, 20150320, 1.10, 1.10, 1.10, 1.10, 55.00, 50, 1
20150129, 10:27:32.000, ADT, C, 34.0000, 20150320, 1.10, 1.10, 1.10, 1.10, 27.50, 25, 1
20150129, 10:28:04.000, ADT, C, 34.0000, 20150320, 1.10, 1.10, 1.10, 1.10, 27.50, 25, 1
20150129, 10:31:32.000, ADT, P, 34.0000, 20150417, 2.10, 2.10, 2.10, 2.10, 2.10, 1, 1
20150129, 10:31:58.000, ADT, P, 34.0000, 20150417, 2.10, 2.10, 2.10, 2.10, 2.10, 1, 1
20150129, 10:32:24.000, ADT, C, 34.0000, 20150220, 0.90, 0.90, 0.90, 0.90, 4.50, 5, 1
20150129, 10:39:41.000, ADT, P, 35.0000, 20150417, 2.55, 2.55, 2.55, 2.55, 66.30, 26, 1
20150129, 10:48:19.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 17.60, 22, 1
20150129, 10:48:34.000, ADT, C, 34.0000, 20150220, 0.80, 0.80, 0.80, 0.80, 13.60, 17, 1
