Date, Timestamp, Ticker, OptionType, Strike, Expiration, OpenPrice, HighPrice, LowPrice, ClosePrice, TotalVolume, TotalQuantity, TotalTradeCount
20150128, 09:30:04.000, IBM, C, 157.5000, 20150227, 1.00, 1.00, 1.00, 1.00, 1.00, 1, 1
20150128, 09:30:04.000, IBM, C, 160.0000, 20150417, 2.33, 2.33, 2.33, 2.33, 2.33, 1, 1
20150128, 09:30:04.000, IBM, P, 155.0000, 20150320, 4.90, 4.90, 4.90, 4.90, 19.60, 4, 2
20150128, 09:30:05.000, IBM, C, 160.0000, 20150320, 1.32, 1.32, 1.32, 1.32, 26.40, 20, 1
20150128, 09:30:05.000, IBM, C, 160.0000, 20150417, 2.12, 2.12, 2.12, 2.12, 2.12, 1, 1
20150128, 09:30:06.000, IBM, C, 165.0000, 20150717, 3.00, 3.00, 3.00, 3.00, 3.00, 1, 1
20150128, 09:30:06.000, IBM, P, 155.0000, 20150220, 3.95, 3.95, 3.95, 3.95, 3.95, 1, 1
20150128, 09:30:06.000, IBM, P, 175.0000, 20150717, 23.68, 23.68, 23.68, 23.68, 71.04, 3, 1
20150128, 09:30:06.000, IBM, P, 175.0000, 20150417, 22.48, 22.48, 22.48, 22.48, 67.44, 3, 1
20150128, 09:30:08.000, IBM, C, 200.0000, 20160115, 0.87, 0.87, 0.87, 0.87, 0.87, 1, 1
20150128, 09:30:36.000, IBM, C, 160.0000, 20150220, 0.52, 0.52, 0.52, 0.52, 0.52, 1, 1
20150128, 09:30:38.000, IBM, C, 155.0000, 20160115, 10.10, 10.10, 10.10, 10.10, 10.10, 1, 1
20150128, 09:30:44.000, IBM, P, 140.0000, 20150717, 3.60, 3.60, 3.60, 3.60, 43.20, 12, 3
20150128, 09:30:51.000, IBM, C, 170.0000, 20150717, 1.85, 1.85, 1.85, 1.85, 18.50, 10, 4
20150128, 09:30:56.000, IBM, C, 175.0000, 20150220, 0.05, 0.05, 0.05, 0.05, 0.50, 10, 1
20150128, 09:30:56.000, IBM, C, 170.0000, 20150220, 0.10, 0.10, 0.10, 0.10, 1.00, 10, 1
20150128, 09:30:56.000, IBM, C, 160.0000, 20150130, 0.04, 0.04, 0.03, 0.03, 0.35, 10, 2
20150128, 09:31:03.000, IBM, C, 155.0000, 20150130, 0.63, 0.63, 0.63, 0.63, 3.15, 5, 1
20150128, 09:31:04.000, IBM, P, 155.0000, 20150130, 1.64, 1.64, 1.64, 1.64, 164.00, 100, 1
20150128, 09:31:21.000, IBM, C, 155.0000, 20150130, 0.63, 0.63, 0.63, 0.63, 6.30, 10, 1
20150128, 09:31:21.000, IBM, C, 165.0000, 20150717, 3.00, 3.00, 3.00, 3.00, 12.00, 4, 1
20150128, 09:31:31.000, IBM, C, 150.0000, 20150320, 5.85, 5.85, 5.85, 5.85, 58.50, 10, 1
20150128, 09:31:40.000, IBM, C, 160.0000, 20170120, 13.60, 13.60, 13.60, 13.60, 13.60, 1, 1
20150128, 09:31:51.000, IBM, C, 155.0000, 20150130, 0.59, 0.59, 0.59, 0.59, 5.90, 10, 2
20150128, 09:31:56.000, IBM, C, 160.0000, 20150320, 1.36, 1.36, 1.36, 1.36, 40.80, 30, 6
20150128, 09:32:28.000, IBM, P, 135.0000, 20160115, 6.25, 6.25, 6.25, 6.25, 18.75, 3, 1
20150128, 09:32:28.000, IBM, C, 160.0000, 20150320, 1.35, 1.35, 1.35, 1.35, 16.20, 12, 1
20150128, 09:32:56.000, IBM, C, 155.0000, 20150320, 3.00, 3.00, 3.00, 3.00, 15.00, 5, 1
20150128, 09:33:16.000, IBM, C, 155.0000, 20150130, 0.64, 0.64, 0.64, 0.64, 1.28, 2, 1
20150128, 09:33:17.000, IBM, C, 165.0000, 20150220, 0.14, 0.14, 0.14, 0.14, 0.28, 2, 1
20150128, 09:33:34.000, IBM, C, 155.0000, 20150130, 0.57, 0.57, 0.57, 0.57, 0.57, 1, 1
20150128, 09:33:36.000, IBM, P, 146.0000, 20150220, 0.78, 0.78, 0.78, 0.78, 3.90, 5, 1
20150128, 09:33:37.000, IBM, P, 150.0000, 20150417, 3.95, 3.95, 3.95, 3.95, 110.60, 28, 3
20150128, 09:33:37.000, IBM, P, 145.0000, 20150417, 2.42, 2.42, 2.42, 2.42, 242.00, 100, 12
20150128, 09:33:38.000, IBM, P, 120.0000, 20150417, 0.26, 0.26, 0.26, 0.26, 0.26, 1, 1
20150128, 09:33:47.000, IBM, P, 145.0000, 20150417, 2.42, 2.42, 2.42, 2.42, 12.10, 5, 1
20150128, 09:33:47.000, IBM, P, 155.0000, 20150220, 4.05, 4.05, 4.05, 4.05, 28.35, 7, 2
