Date, Timestamp, Ticker, OptionType, Strike, Expiration, OpenPrice, HighPrice, LowPrice, ClosePrice, TotalVolume, TotalQuantity, TotalTradeCount
20150130, 09:30:02.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.25, 0.25, 4.50, 16, 2
20150130, 09:30:03.000, ADT, C, 42.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 12.50, 50, 2
20150130, 09:30:05.000, ADT, C, 44.0000, 20150717, 0.35, 0.35, 0.35, 0.35, 21.00, 60, 1
20150130, 09:30:06.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 12.50, 50, 1
20150130, 09:30:09.000, ADT, C, 36.0000, 20150417, 1.30, 1.30, 1.30, 1.30, 26.00, 20, 1
20150130, 09:30:09.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 0.30, 1, 1
20150130, 09:30:13.000, ADT, C, 35.0000, 20150417, 1.75, 1.75, 1.75, 1.75, 5.25, 3, 1
20150130, 09:30:13.000, ADT, P, 30.0000, 20150717, 1.20, 1.20, 1.20, 1.20, 12.00, 10, 1
20150130, 09:30:13.000, ADT, C, 39.0000, 20150417, 0.60, 0.60, 0.55, 0.55, 104.00, 180, 4
20150130, 09:30:36.000, ADT, C, 40.0000, 20150320, 0.15, 0.15, 0.15, 0.15, 0.15, 1, 1
20150130, 09:30:36.000, ADT, P, 34.0000, 20150320, 1.57, 1.57, 1.57, 1.57, 1.57, 1, 1
20150130, 09:30:36.000, ADT, P, 33.0000, 20150320, 1.47, 1.47, 1.47, 1.47, 1.47, 1, 1
20150130, 09:31:40.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 75.00, 300, 2
20150130, 09:31:41.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 5.50, 22, 1
20150130, 09:31:42.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 0.50, 2, 1
20150130, 09:31:43.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 0.25, 1, 1
20150130, 09:32:41.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 0.50, 2, 1
20150130, 09:33:23.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 5.00, 20, 2
20150130, 09:34:07.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 12.00, 40, 2
20150130, 09:34:44.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 6.00, 20, 3
20150130, 09:34:51.000, ADT, C, 43.0000, 20150417, 0.25, 0.25, 0.25, 0.25, 6.25, 25, 1
20150130, 09:37:19.000, ADT, C, 43.0000, 20150417, 0.29, 0.29, 0.29, 0.29, 10.15, 35, 1
20150130, 09:38:02.000, ADT, C, 41.0000, 20150417, 0.45, 0.45, 0.45, 0.45, 1.80, 4, 1
20150130, 09:38:33.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:38:55.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 20.40, 68, 3
20150130, 09:39:10.000, ADT, P, 34.0000, 20150417, 1.50, 1.50, 1.50, 1.50, 39.00, 26, 1
20150130, 09:39:10.000, ADT, P, 36.0000, 20150417, 2.55, 2.55, 2.55, 2.55, 51.00, 20, 1
20150130, 09:39:11.000, ADT, P, 34.0000, 20150417, 1.50, 1.50, 1.50, 1.50, 15.00, 10, 1
20150130, 09:39:42.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 0.30, 1, 1
20150130, 09:40:08.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 0.90, 3, 1
20150130, 09:40:53.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.20, 4, 1
20150130, 09:41:20.000, ADT, P, 20.0000, 20170120, 1.20, 1.20, 1.20, 1.20, 24.00, 20, 1
20150130, 09:41:23.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 6.00, 20, 1
20150130, 09:41:47.000, ADT, C, 35.0000, 20150320, 1.50, 1.50, 1.50, 1.50, 6.00, 4, 1
20150130, 09:42:25.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 3.30, 11, 1
20150130, 09:42:30.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 15.00, 50, 2
20150130, 09:43:20.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:43:23.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:43:41.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 4.80, 16, 2
20150130, 09:44:36.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:45:16.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 9.00, 30, 2
20150130, 09:46:32.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 0.60, 2, 1
20150130, 09:46:52.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 0.30, 1, 1
20150130, 09:46:59.000, ADT, C, 42.0000, 20150417, 0.39, 0.39, 0.39, 0.39, 0.39, 1, 1
20150130, 09:46:59.000, ADT, C, 43.0000, 20150417, 0.29, 0.29, 0.29, 0.29, 0.29, 1, 1
20150130, 09:47:35.000, ADT, C, 40.0000, 20150417, 0.64, 0.64, 0.64, 0.64, 12.80, 20, 2
20150130, 09:47:53.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 6.60, 22, 2
20150130, 09:48:02.000, ADT, C, 42.0000, 20150417, 0.39, 0.39, 0.39, 0.39, 0.39, 1, 1
20150130, 09:48:02.000, ADT, C, 43.0000, 20150417, 0.29, 0.29, 0.29, 0.29, 0.29, 1, 1
20150130, 09:48:18.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 27.90, 93, 3
20150130, 09:48:36.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:51:18.000, ADT, P, 37.0000, 20150417, 3.19, 3.19, 3.19, 3.19, 15.95, 5, 1
20150130, 09:51:18.000, ADT, P, 36.0000, 20150417, 2.57, 2.57, 2.57, 2.57, 12.85, 5, 1
20150130, 09:51:18.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 1.50, 5, 1
20150130, 09:53:08.000, ADT, C, 43.0000, 20150417, 0.30, 0.30, 0.30, 0.30, 3.00, 10, 1
20150130, 09:54:02.000, ADT, C, 36.0000, 20150717, 2.30, 2.30, 2.30, 2.30, 230.00, 100, 2
